time_sec,midi,string,fret,hammer,pull_off,harmonic,grace,slide,tied,tuning
0.894216,59.98,2,5,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
0.90798,71.98,0,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
3.674397,70.03,0,6,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
3.844125,71.96,0,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
4.149839,75.38,0,11,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
4.518071,69.99,1,11,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
4.664579,72.21,1,13,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
5.547957,69.92,1,11,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
5.748025,70.0,1,11,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
6.095236,67.1,2,12,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
9.201223,66.88,2,12,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
9.321155,70.0,1,11,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
9.438615,71.95,1,13,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
9.716937,72.23,1,13,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
11.673853,76.99,0,13,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
11.856506,71.79,1,13,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
11.990724,75.01,0,11,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
12.118343,77.0,0,13,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
12.300701,72.15,1,13,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
14.22798,69.98,1,11,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
14.333127,71.96,1,13,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
14.45061,69.91,1,11,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
14.648842,66.97,2,12,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
14.801268,70.19,1,11,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
15.118048,67.0,2,12,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
15.277617,66.95,2,12,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
16.687141,64.98,2,10,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
16.837277,66.91,2,12,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
16.956211,65.01,2,10,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
17.034511,63.88,2,9,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
17.310452,63.01,2,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
17.588116,63.96,2,9,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
17.82349,60.02,3,10,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
20.382062,73.98,0,10,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
20.548161,72.03,0,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
20.689567,73.97,0,10,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
20.977005,71.01,0,7,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
21.261155,67.09,1,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
21.897481,69.43,1,10,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
22.877459,72.04,0,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
22.974624,70.0,0,6,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
23.174579,72.0,0,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
23.472424,68.99,0,5,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
23.732334,64.96,1,6,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
24.035644,63.29,2,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
26.5673,62.99,2,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
26.68476,64.9,2,10,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
26.805849,62.96,2,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
27.005055,60.0,3,10,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
27.199953,62.96,2,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
27.355168,64.92,2,10,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
27.477005,62.97,2,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
27.683921,60.02,3,10,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
27.829794,63.0,2,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
27.963241,64.95,2,10,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
28.108298,62.97,2,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
28.308298,60.02,3,10,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
28.458252,63.11,2,8,0,0,0,0,0,0,"E2,A2,D3,G3,B3,E4"
